initial logfile.  27.August 02:02:22 
Start Training 40epochs (start from epoch 29) at:  27.August 02:02:22
epoch: 29  , batch:  0 /794, lr: 0.00010, time(min): 4.3, loss: 1.0604, prec1: 66.67, prec5: 100.00
epoch: 29  , batch: 122 /794, lr: 0.00010, time(min): 62.3, loss: 1.1465, prec1: 33.33, prec5: 100.00
epoch: 29  , batch: 123 /794, lr: 0.00010, time(min): 62.3, loss: 1.3723, prec1: 50.00, prec5: 100.00
epoch: 29  , batch: 124 /794, lr: 0.00010, time(min): 64.7, loss: 1.8512, prec1: 16.67, prec5: 100.00
epoch: 29  , batch: 125 /794, lr: 0.00010, time(min): 64.7, loss: 1.3632, prec1: 66.67, prec5: 100.00
epoch: 29  , batch: 126 /794, lr: 0.00010, time(min): 64.7, loss: 0.5517, prec1: 66.67, prec5: 100.00
epoch: 29  , batch: 127 /794, lr: 0.00010, time(min): 64.7, loss: 2.1796, prec1: 50.00, prec5: 83.33
epoch: 29  , batch: 128 /794, lr: 0.00010, time(min): 64.7, loss: 1.6490, prec1: 50.00, prec5: 83.33
epoch: 29  , batch: 129 /794, lr: 0.00010, time(min): 65.5, loss: 1.3717, prec1: 16.67, prec5: 100.00
epoch: 29  , batch: 130 /794, lr: 0.00010, time(min): 66.0, loss: 1.3042, prec1: 50.00, prec5: 100.00
epoch: 29  , batch: 131 /794, lr: 0.00010, time(min): 66.0, loss: 0.7477, prec1: 83.33, prec5: 100.00
epoch: 29  , batch: 132 /794, lr: 0.00010, time(min): 66.1, loss: 1.6078, prec1: 33.33, prec5: 83.33
epoch: 29  , batch: 133 /794, lr: 0.00010, time(min): 66.2, loss: 1.0858, prec1: 66.67, prec5: 100.00
epoch: 29  , batch: 134 /794, lr: 0.00010, time(min): 66.2, loss: 1.0923, prec1: 50.00, prec5: 100.00
epoch: 29  , batch: 135 /794, lr: 0.00010, time(min): 68.9, loss: 1.0238, prec1: 66.67, prec5: 100.00
epoch: 29  , batch: 136 /794, lr: 0.00010, time(min): 69.0, loss: 1.7110, prec1: 50.00, prec5: 100.00
epoch: 29  , batch: 137 /794, lr: 0.00010, time(min): 69.0, loss: 1.1379, prec1: 50.00, prec5: 100.00
epoch: 29  , batch: 138 /794, lr: 0.00010, time(min): 69.0, loss: 1.1459, prec1: 50.00, prec5: 100.00
epoch: 29  , batch: 139 /794, lr: 0.00010, time(min): 69.0, loss: 1.5623, prec1: 33.33, prec5: 83.33
epoch: 29  , batch: 140 /794, lr: 0.00010, time(min): 69.0, loss: 0.8755, prec1: 50.00, prec5: 100.00
epoch: 29  , batch: 141 /794, lr: 0.00010, time(min): 72.5, loss: 1.5051, prec1: 66.67, prec5: 83.33
epoch: 29  , batch: 142 /794, lr: 0.00010, time(min): 72.5, loss: 1.8070, prec1: 33.33, prec5: 100.00
epoch: 29  , batch: 143 /794, lr: 0.00010, time(min): 72.5, loss: 1.3583, prec1: 66.67, prec5: 100.00
epoch: 29  , batch: 144 /794, lr: 0.00010, time(min): 72.5, loss: 1.1523, prec1: 66.67, prec5: 100.00
epoch: 29  , batch: 145 /794, lr: 0.00010, time(min): 72.5, loss: 1.0794, prec1: 66.67, prec5: 100.00
epoch: 29  , batch: 146 /794, lr: 0.00010, time(min): 72.6, loss: 0.8787, prec1: 66.67, prec5: 100.00
epoch: 29  , batch: 147 /794, lr: 0.00010, time(min): 74.9, loss: 1.2408, prec1: 33.33, prec5: 100.00
epoch: 29  , batch: 148 /794, lr: 0.00010, time(min): 74.9, loss: 0.8151, prec1: 50.00, prec5: 100.00
epoch: 29  , batch: 149 /794, lr: 0.00010, time(min): 74.9, loss: 2.1370, prec1: 33.33, prec5: 100.00
epoch: 29  , batch: 150 /794, lr: 0.00010, time(min): 75.0, loss: 1.3728, prec1: 50.00, prec5: 100.00
epoch: 29  , batch: 151 /794, lr: 0.00010, time(min): 75.0, loss: 0.9575, prec1: 50.00, prec5: 100.00
epoch: 29  , batch: 152 /794, lr: 0.00010, time(min): 75.0, loss: 0.9930, prec1: 50.00, prec5: 100.00
epoch: 29  , batch: 153 /794, lr: 0.00010, time(min): 77.1, loss: 1.9157, prec1: 16.67, prec5: 100.00
epoch: 29  , batch: 154 /794, lr: 0.00010, time(min): 77.2, loss: 1.3711, prec1: 66.67, prec5: 100.00
epoch: 29  , batch: 155 /794, lr: 0.00010, time(min): 77.2, loss: 1.2473, prec1: 50.00, prec5: 100.00
epoch: 29  , batch: 156 /794, lr: 0.00010, time(min): 77.2, loss: 1.1993, prec1: 33.33, prec5: 100.00
epoch: 29  , batch: 157 /794, lr: 0.00010, time(min): 77.2, loss: 1.0782, prec1: 50.00, prec5: 100.00
epoch: 29  , batch: 158 /794, lr: 0.00010, time(min): 77.2, loss: 1.8910, prec1: 50.00, prec5: 83.33
epoch: 29  , batch: 159 /794, lr: 0.00010, time(min): 80.4, loss: 1.7391, prec1: 50.00, prec5: 100.00
epoch: 29  , batch: 160 /794, lr: 0.00010, time(min): 80.4, loss: 0.9835, prec1: 50.00, prec5: 100.00
epoch: 29  , batch: 161 /794, lr: 0.00010, time(min): 80.4, loss: 1.5048, prec1: 33.33, prec5: 100.00
epoch: 29  , batch: 162 /794, lr: 0.00010, time(min): 80.4, loss: 1.3861, prec1: 33.33, prec5: 100.00
epoch: 29  , batch: 163 /794, lr: 0.00010, time(min): 80.5, loss: 2.1403, prec1: 16.67, prec5: 100.00
epoch: 29  , batch: 164 /794, lr: 0.00010, time(min): 80.5, loss: 1.1194, prec1: 83.33, prec5: 100.00
epoch: 29  , batch: 165 /794, lr: 0.00010, time(min): 82.8, loss: 1.4475, prec1: 16.67, prec5: 83.33
epoch: 29  , batch: 166 /794, lr: 0.00010, time(min): 82.8, loss: 1.2103, prec1: 33.33, prec5: 100.00
epoch: 29  , batch: 167 /794, lr: 0.00010, time(min): 82.8, loss: 1.4833, prec1: 16.67, prec5: 100.00
epoch: 29  , batch: 168 /794, lr: 0.00010, time(min): 82.8, loss: 0.9464, prec1: 83.33, prec5: 100.00
epoch: 29  , batch: 169 /794, lr: 0.00010, time(min): 82.8, loss: 0.8970, prec1: 50.00, prec5: 100.00
epoch: 29  , batch: 170 /794, lr: 0.00010, time(min): 82.8, loss: 1.5566, prec1: 50.00, prec5: 83.33
epoch: 29  , batch: 171 /794, lr: 0.00010, time(min): 86.0, loss: 1.6105, prec1: 33.33, prec5: 100.00
epoch: 29  , batch: 172 /794, lr: 0.00010, time(min): 86.0, loss: 1.7004, prec1: 33.33, prec5: 100.00
epoch: 29  , batch: 173 /794, lr: 0.00010, time(min): 86.0, loss: 1.5194, prec1: 33.33, prec5: 100.00
epoch: 29  , batch: 174 /794, lr: 0.00010, time(min): 86.0, loss: 1.3379, prec1: 66.67, prec5: 100.00
epoch: 29  , batch: 175 /794, lr: 0.00010, time(min): 86.0, loss: 1.1631, prec1: 33.33, prec5: 100.00
epoch: 29  , batch: 176 /794, lr: 0.00010, time(min): 86.0, loss: 1.2187, prec1: 83.33, prec5: 83.33
epoch: 29  , batch: 177 /794, lr: 0.00010, time(min): 87.9, loss: 2.0053, prec1: 16.67, prec5: 100.00
epoch: 29  , batch: 178 /794, lr: 0.00010, time(min): 87.9, loss: 1.6101, prec1: 16.67, prec5: 100.00
epoch: 29  , batch: 179 /794, lr: 0.00010, time(min): 87.9, loss: 1.6284, prec1: 33.33, prec5: 83.33
epoch: 29  , batch: 180 /794, lr: 0.00010, time(min): 87.9, loss: 1.2865, prec1: 50.00, prec5: 100.00
epoch: 29  , batch: 181 /794, lr: 0.00010, time(min): 87.9, loss: 0.8393, prec1: 83.33, prec5: 100.00
epoch: 29  , batch: 182 /794, lr: 0.00010, time(min): 87.9, loss: 1.1326, prec1: 50.00, prec5: 83.33
epoch: 29  , batch: 183 /794, lr: 0.00010, time(min): 89.1, loss: 0.7347, prec1: 83.33, prec5: 100.00
epoch: 29  , batch: 184 /794, lr: 0.00010, time(min): 90.6, loss: 1.2590, prec1: 16.67, prec5: 100.00
epoch: 29  , batch: 185 /794, lr: 0.00010, time(min): 90.6, loss: 0.8710, prec1: 83.33, prec5: 100.00
epoch: 29  , batch: 186 /794, lr: 0.00010, time(min): 90.7, loss: 1.0351, prec1: 50.00, prec5: 100.00
epoch: 29  , batch: 187 /794, lr: 0.00010, time(min): 90.7, loss: 1.1299, prec1: 50.00, prec5: 100.00
epoch: 29  , batch: 188 /794, lr: 0.00010, time(min): 90.7, loss: 1.4235, prec1: 50.00, prec5: 100.00
epoch: 29  , batch: 189 /794, lr: 0.00010, time(min): 92.9, loss: 0.8238, prec1: 83.33, prec5: 100.00
epoch: 29  , batch: 190 /794, lr: 0.00010, time(min): 93.0, loss: 1.0156, prec1: 50.00, prec5: 100.00
epoch: 29  , batch: 191 /794, lr: 0.00010, time(min): 93.1, loss: 0.8084, prec1: 83.33, prec5: 100.00
epoch: 29  , batch: 192 /794, lr: 0.00010, time(min): 93.3, loss: 1.1179, prec1: 50.00, prec5: 100.00
epoch: 29  , batch: 193 /794, lr: 0.00010, time(min): 93.3, loss: 1.0622, prec1: 50.00, prec5: 100.00
epoch: 29  , batch: 194 /794, lr: 0.00010, time(min): 93.3, loss: 0.9716, prec1: 50.00, prec5: 100.00
epoch: 29  , batch: 195 /794, lr: 0.00010, time(min): 95.9, loss: 1.2063, prec1: 50.00, prec5: 100.00
epoch: 29  , batch: 196 /794, lr: 0.00010, time(min): 96.2, loss: 1.4140, prec1: 33.33, prec5: 100.00
epoch: 29  , batch: 197 /794, lr: 0.00010, time(min): 96.2, loss: 0.9704, prec1: 50.00, prec5: 100.00
epoch: 29  , batch: 198 /794, lr: 0.00010, time(min): 96.2, loss: 1.3022, prec1: 50.00, prec5: 100.00
epoch: 29  , batch: 199 /794, lr: 0.00010, time(min): 96.2, loss: 1.7076, prec1: 16.67, prec5: 100.00
epoch: 29  , batch: 200 /794, lr: 0.00010, time(min): 96.2, loss: 1.8371, prec1: 50.00, prec5: 83.33
epoch: 29  , batch: 201 /794, lr: 0.00010, time(min): 99.9, loss: 1.3245, prec1: 33.33, prec5: 100.00
epoch: 29  , batch: 202 /794, lr: 0.00010, time(min): 99.9, loss: 0.8194, prec1: 50.00, prec5: 100.00
epoch: 29  , batch: 203 /794, lr: 0.00010, time(min): 99.9, loss: 1.8723, prec1: 16.67, prec5: 100.00
epoch: 29  , batch: 204 /794, lr: 0.00010, time(min): 100.0, loss: 1.7150, prec1: 16.67, prec5: 100.00
epoch: 29  , batch: 205 /794, lr: 0.00010, time(min): 100.0, loss: 2.1819, prec1: 33.33, prec5: 83.33
epoch: 29  , batch: 206 /794, lr: 0.00010, time(min): 100.0, loss: 0.9034, prec1: 66.67, prec5: 100.00
epoch: 29  , batch: 207 /794, lr: 0.00010, time(min): 102.1, loss: 1.4695, prec1: 66.67, prec5: 83.33
epoch: 29  , batch: 208 /794, lr: 0.00010, time(min): 102.3, loss: 1.5088, prec1: 33.33, prec5: 100.00
epoch: 29  , batch: 209 /794, lr: 0.00010, time(min): 102.3, loss: 1.8650, prec1: 16.67, prec5: 83.33
epoch: 29  , batch: 210 /794, lr: 0.00010, time(min): 102.3, loss: 1.4219, prec1: 16.67, prec5: 100.00
epoch: 29  , batch: 211 /794, lr: 0.00010, time(min): 102.3, loss: 2.0996, prec1: 16.67, prec5: 83.33
epoch: 29  , batch: 212 /794, lr: 0.00010, time(min): 102.4, loss: 1.1224, prec1: 66.67, prec5: 100.00
epoch: 29  , batch: 213 /794, lr: 0.00010, time(min): 104.7, loss: 1.3344, prec1: 50.00, prec5: 100.00
epoch: 29  , batch: 214 /794, lr: 0.00010, time(min): 105.7, loss: 1.1417, prec1: 50.00, prec5: 100.00
epoch: 29  , batch: 215 /794, lr: 0.00010, time(min): 105.7, loss: 1.8589, prec1: 33.33, prec5: 83.33
epoch: 29  , batch: 216 /794, lr: 0.00010, time(min): 105.7, loss: 0.8720, prec1: 66.67, prec5: 100.00
epoch: 29  , batch: 217 /794, lr: 0.00010, time(min): 105.8, loss: 1.7407, prec1: 50.00, prec5: 100.00
epoch: 29  , batch: 218 /794, lr: 0.00010, time(min): 105.8, loss: 1.4544, prec1: 33.33, prec5: 100.00
epoch: 29  , batch: 219 /794, lr: 0.00010, time(min): 106.7, loss: 1.4930, prec1: 33.33, prec5: 100.00
epoch: 29  , batch: 220 /794, lr: 0.00010, time(min): 107.0, loss: 0.8293, prec1: 83.33, prec5: 100.00
epoch: 29  , batch: 221 /794, lr: 0.00010, time(min): 107.0, loss: 2.0885, prec1: 16.67, prec5: 100.00
epoch: 29  , batch: 222 /794, lr: 0.00010, time(min): 107.0, loss: 1.2053, prec1: 66.67, prec5: 100.00
