initial logfile.  27.August 02:02:22 
Start Training 40epochs (start from epoch 29) at:  27.August 02:02:22
epoch: 29  , batch:  0 /794, lr: 0.00010, time(min): 4.3, loss: 1.0604, prec1: 66.67, prec5: 100.00
epoch: 29  , batch:  1 /794, lr: 0.00010, time(min): 4.8, loss: 1.2887, prec1: 66.67, prec5: 100.00
epoch: 29  , batch:  2 /794, lr: 0.00010, time(min): 5.4, loss: 1.5445, prec1: 50.00, prec5: 100.00
epoch: 29  , batch:  3 /794, lr: 0.00010, time(min): 5.4, loss: 0.9095, prec1: 83.33, prec5: 100.00
epoch: 29  , batch:  4 /794, lr: 0.00010, time(min): 5.4, loss: 1.4826, prec1: 16.67, prec5: 100.00
epoch: 29  , batch:  5 /794, lr: 0.00010, time(min): 5.4, loss: 1.1000, prec1: 33.33, prec5: 100.00
epoch: 29  , batch:  6 /794, lr: 0.00010, time(min): 7.9, loss: 1.7495, prec1: 50.00, prec5: 100.00
epoch: 29  , batch:  7 /794, lr: 0.00010, time(min): 8.4, loss: 2.5591, prec1: 33.33, prec5: 66.67
epoch: 29  , batch:  8 /794, lr: 0.00010, time(min): 8.5, loss: 0.8986, prec1: 66.67, prec5: 100.00
epoch: 29  , batch:  9 /794, lr: 0.00010, time(min): 8.5, loss: 1.4048, prec1: 16.67, prec5: 100.00
epoch: 29  , batch: 10 /794, lr: 0.00010, time(min): 8.5, loss: 1.5843, prec1: 50.00, prec5: 100.00
epoch: 29  , batch: 11 /794, lr: 0.00010, time(min): 8.5, loss: 1.1053, prec1: 66.67, prec5: 100.00
epoch: 29  , batch: 12 /794, lr: 0.00010, time(min): 11.1, loss: 0.7029, prec1: 83.33, prec5: 100.00
epoch: 29  , batch: 13 /794, lr: 0.00010, time(min): 11.1, loss: 1.0342, prec1: 50.00, prec5: 100.00
epoch: 29  , batch: 14 /794, lr: 0.00010, time(min): 11.9, loss: 2.1211, prec1: 16.67, prec5: 100.00
epoch: 29  , batch: 15 /794, lr: 0.00010, time(min): 11.9, loss: 1.1382, prec1: 33.33, prec5: 100.00
epoch: 29  , batch: 16 /794, lr: 0.00010, time(min): 12.0, loss: 1.7304, prec1: 66.67, prec5: 100.00
epoch: 29  , batch: 17 /794, lr: 0.00010, time(min): 12.0, loss: 1.0696, prec1: 33.33, prec5: 100.00
epoch: 29  , batch: 18 /794, lr: 0.00010, time(min): 13.5, loss: 1.4610, prec1: 50.00, prec5: 83.33
epoch: 29  , batch: 19 /794, lr: 0.00010, time(min): 13.9, loss: 1.5178, prec1: 16.67, prec5: 100.00
epoch: 29  , batch: 20 /794, lr: 0.00010, time(min): 15.1, loss: 1.7833, prec1: 66.67, prec5: 83.33
epoch: 29  , batch: 21 /794, lr: 0.00010, time(min): 15.1, loss: 0.9909, prec1: 33.33, prec5: 100.00
epoch: 29  , batch: 22 /794, lr: 0.00010, time(min): 15.2, loss: 1.4486, prec1: 33.33, prec5: 83.33
epoch: 29  , batch: 23 /794, lr: 0.00010, time(min): 15.2, loss: 1.6355, prec1: 66.67, prec5: 100.00
epoch: 29  , batch: 24 /794, lr: 0.00010, time(min): 16.8, loss: 1.5671, prec1: 50.00, prec5: 83.33
epoch: 29  , batch: 25 /794, lr: 0.00010, time(min): 16.8, loss: 0.6624, prec1: 83.33, prec5: 100.00
epoch: 29  , batch: 26 /794, lr: 0.00010, time(min): 18.0, loss: 1.3102, prec1: 16.67, prec5: 100.00
epoch: 29  , batch: 27 /794, lr: 0.00010, time(min): 18.1, loss: 1.0107, prec1: 33.33, prec5: 100.00
epoch: 29  , batch: 28 /794, lr: 0.00010, time(min): 18.1, loss: 1.6773, prec1: 0.00, prec5: 100.00
epoch: 29  , batch: 29 /794, lr: 0.00010, time(min): 18.1, loss: 1.0715, prec1: 50.00, prec5: 100.00
epoch: 29  , batch: 30 /794, lr: 0.00010, time(min): 19.9, loss: 1.2379, prec1: 33.33, prec5: 83.33
epoch: 29  , batch: 31 /794, lr: 0.00010, time(min): 19.9, loss: 1.1673, prec1: 50.00, prec5: 100.00
epoch: 29  , batch: 32 /794, lr: 0.00010, time(min): 20.5, loss: 0.9784, prec1: 50.00, prec5: 100.00
epoch: 29  , batch: 33 /794, lr: 0.00010, time(min): 20.5, loss: 0.8426, prec1: 66.67, prec5: 100.00
epoch: 29  , batch: 34 /794, lr: 0.00010, time(min): 20.6, loss: 1.1162, prec1: 66.67, prec5: 100.00
epoch: 29  , batch: 35 /794, lr: 0.00010, time(min): 20.6, loss: 1.6104, prec1: 16.67, prec5: 100.00
epoch: 29  , batch: 36 /794, lr: 0.00010, time(min): 22.0, loss: 1.1821, prec1: 66.67, prec5: 100.00
epoch: 29  , batch: 37 /794, lr: 0.00010, time(min): 22.1, loss: 1.9433, prec1: 33.33, prec5: 83.33
epoch: 29  , batch: 38 /794, lr: 0.00010, time(min): 23.6, loss: 2.2272, prec1: 50.00, prec5: 100.00
epoch: 29  , batch: 39 /794, lr: 0.00010, time(min): 23.6, loss: 1.3202, prec1: 33.33, prec5: 100.00
epoch: 29  , batch: 40 /794, lr: 0.00010, time(min): 23.6, loss: 1.0563, prec1: 66.67, prec5: 100.00
epoch: 29  , batch: 41 /794, lr: 0.00010, time(min): 23.9, loss: 0.5758, prec1: 100.00, prec5: 100.00
epoch: 29  , batch: 42 /794, lr: 0.00010, time(min): 24.7, loss: 1.0491, prec1: 66.67, prec5: 100.00
epoch: 29  , batch: 43 /794, lr: 0.00010, time(min): 24.7, loss: 1.3201, prec1: 33.33, prec5: 100.00
epoch: 29  , batch: 44 /794, lr: 0.00010, time(min): 27.5, loss: 1.0910, prec1: 50.00, prec5: 100.00
epoch: 29  , batch: 45 /794, lr: 0.00010, time(min): 27.5, loss: 1.4806, prec1: 50.00, prec5: 100.00
epoch: 29  , batch: 46 /794, lr: 0.00010, time(min): 27.5, loss: 1.9575, prec1: 66.67, prec5: 83.33
epoch: 29  , batch: 47 /794, lr: 0.00010, time(min): 27.6, loss: 1.0120, prec1: 33.33, prec5: 100.00
epoch: 29  , batch: 48 /794, lr: 0.00010, time(min): 29.0, loss: 1.8613, prec1: 50.00, prec5: 83.33
epoch: 29  , batch: 49 /794, lr: 0.00010, time(min): 29.0, loss: 0.8780, prec1: 66.67, prec5: 100.00
epoch: 29  , batch: 50 /794, lr: 0.00010, time(min): 29.8, loss: 2.0450, prec1: 0.00, prec5: 83.33
epoch: 29  , batch: 51 /794, lr: 0.00010, time(min): 29.8, loss: 1.2962, prec1: 50.00, prec5: 100.00
epoch: 29  , batch: 52 /794, lr: 0.00010, time(min): 29.9, loss: 1.1677, prec1: 33.33, prec5: 100.00
epoch: 29  , batch: 53 /794, lr: 0.00010, time(min): 29.9, loss: 0.9321, prec1: 83.33, prec5: 100.00
epoch: 29  , batch: 54 /794, lr: 0.00010, time(min): 32.6, loss: 1.3769, prec1: 33.33, prec5: 100.00
epoch: 29  , batch: 55 /794, lr: 0.00010, time(min): 32.6, loss: 0.9196, prec1: 66.67, prec5: 100.00
epoch: 29  , batch: 56 /794, lr: 0.00010, time(min): 32.8, loss: 1.4381, prec1: 33.33, prec5: 100.00
epoch: 29  , batch: 57 /794, lr: 0.00010, time(min): 32.8, loss: 0.9815, prec1: 66.67, prec5: 100.00
epoch: 29  , batch: 58 /794, lr: 0.00010, time(min): 32.8, loss: 2.2323, prec1: 0.00, prec5: 83.33
epoch: 29  , batch: 59 /794, lr: 0.00010, time(min): 32.8, loss: 2.2238, prec1: 16.67, prec5: 83.33
epoch: 29  , batch: 60 /794, lr: 0.00010, time(min): 34.4, loss: 1.5105, prec1: 33.33, prec5: 100.00
epoch: 29  , batch: 61 /794, lr: 0.00010, time(min): 34.4, loss: 1.2579, prec1: 16.67, prec5: 100.00
epoch: 29  , batch: 62 /794, lr: 0.00010, time(min): 34.9, loss: 1.5175, prec1: 50.00, prec5: 100.00
epoch: 29  , batch: 63 /794, lr: 0.00010, time(min): 35.0, loss: 2.2178, prec1: 0.00, prec5: 66.67
epoch: 29  , batch: 64 /794, lr: 0.00010, time(min): 35.0, loss: 1.4531, prec1: 50.00, prec5: 83.33
epoch: 29  , batch: 65 /794, lr: 0.00010, time(min): 35.0, loss: 1.1279, prec1: 66.67, prec5: 100.00
epoch: 29  , batch: 66 /794, lr: 0.00010, time(min): 36.4, loss: 1.4697, prec1: 16.67, prec5: 100.00
epoch: 29  , batch: 67 /794, lr: 0.00010, time(min): 36.4, loss: 1.6112, prec1: 50.00, prec5: 83.33
epoch: 29  , batch: 68 /794, lr: 0.00010, time(min): 36.8, loss: 1.8687, prec1: 33.33, prec5: 83.33
epoch: 29  , batch: 69 /794, lr: 0.00010, time(min): 36.8, loss: 1.0055, prec1: 33.33, prec5: 100.00
epoch: 29  , batch: 70 /794, lr: 0.00010, time(min): 36.9, loss: 0.9759, prec1: 66.67, prec5: 100.00
epoch: 29  , batch: 71 /794, lr: 0.00010, time(min): 37.6, loss: 1.7783, prec1: 50.00, prec5: 100.00
epoch: 29  , batch: 72 /794, lr: 0.00010, time(min): 38.2, loss: 1.3174, prec1: 50.00, prec5: 100.00
epoch: 29  , batch: 73 /794, lr: 0.00010, time(min): 38.9, loss: 0.6357, prec1: 100.00, prec5: 100.00
epoch: 29  , batch: 74 /794, lr: 0.00010, time(min): 39.5, loss: 0.7814, prec1: 83.33, prec5: 100.00
epoch: 29  , batch: 75 /794, lr: 0.00010, time(min): 39.5, loss: 1.2771, prec1: 66.67, prec5: 83.33
epoch: 29  , batch: 76 /794, lr: 0.00010, time(min): 39.9, loss: 1.3669, prec1: 33.33, prec5: 100.00
epoch: 29  , batch: 77 /794, lr: 0.00010, time(min): 39.9, loss: 1.6475, prec1: 33.33, prec5: 100.00
epoch: 29  , batch: 78 /794, lr: 0.00010, time(min): 39.9, loss: 1.7302, prec1: 33.33, prec5: 100.00
epoch: 29  , batch: 79 /794, lr: 0.00010, time(min): 41.6, loss: 1.4000, prec1: 50.00, prec5: 83.33
epoch: 29  , batch: 80 /794, lr: 0.00010, time(min): 43.0, loss: 1.7337, prec1: 16.67, prec5: 100.00
epoch: 29  , batch: 81 /794, lr: 0.00010, time(min): 43.0, loss: 1.5120, prec1: 50.00, prec5: 83.33
epoch: 29  , batch: 82 /794, lr: 0.00010, time(min): 43.0, loss: 1.4711, prec1: 66.67, prec5: 100.00
epoch: 29  , batch: 83 /794, lr: 0.00010, time(min): 43.1, loss: 0.9628, prec1: 66.67, prec5: 100.00
epoch: 29  , batch: 84 /794, lr: 0.00010, time(min): 43.1, loss: 1.1043, prec1: 33.33, prec5: 100.00
epoch: 29  , batch: 85 /794, lr: 0.00010, time(min): 43.1, loss: 1.4864, prec1: 16.67, prec5: 100.00
epoch: 29  , batch: 86 /794, lr: 0.00010, time(min): 45.4, loss: 0.8552, prec1: 66.67, prec5: 100.00
epoch: 29  , batch: 87 /794, lr: 0.00010, time(min): 45.4, loss: 1.1141, prec1: 50.00, prec5: 100.00
epoch: 29  , batch: 88 /794, lr: 0.00010, time(min): 46.1, loss: 1.7192, prec1: 33.33, prec5: 100.00
epoch: 29  , batch: 89 /794, lr: 0.00010, time(min): 46.1, loss: 0.8392, prec1: 66.67, prec5: 100.00
epoch: 29  , batch: 90 /794, lr: 0.00010, time(min): 46.1, loss: 1.0212, prec1: 66.67, prec5: 100.00
epoch: 29  , batch: 91 /794, lr: 0.00010, time(min): 46.1, loss: 0.7692, prec1: 83.33, prec5: 100.00
epoch: 29  , batch: 92 /794, lr: 0.00010, time(min): 48.0, loss: 0.6397, prec1: 83.33, prec5: 100.00
epoch: 29  , batch: 93 /794, lr: 0.00010, time(min): 48.1, loss: 1.4549, prec1: 66.67, prec5: 100.00
epoch: 29  , batch: 94 /794, lr: 0.00010, time(min): 49.7, loss: 1.0355, prec1: 66.67, prec5: 100.00
epoch: 29  , batch: 95 /794, lr: 0.00010, time(min): 49.7, loss: 1.5176, prec1: 50.00, prec5: 100.00
epoch: 29  , batch: 96 /794, lr: 0.00010, time(min): 49.8, loss: 1.3212, prec1: 33.33, prec5: 100.00
epoch: 29  , batch: 97 /794, lr: 0.00010, time(min): 49.8, loss: 1.0191, prec1: 50.00, prec5: 100.00
epoch: 29  , batch: 98 /794, lr: 0.00010, time(min): 51.1, loss: 0.9879, prec1: 66.67, prec5: 100.00
epoch: 29  , batch: 99 /794, lr: 0.00010, time(min): 51.1, loss: 1.3249, prec1: 33.33, prec5: 100.00
epoch: 29  , batch: 100 /794, lr: 0.00010, time(min): 54.3, loss: 1.1041, prec1: 33.33, prec5: 100.00
epoch: 29  , batch: 101 /794, lr: 0.00010, time(min): 54.3, loss: 1.3371, prec1: 50.00, prec5: 100.00
epoch: 29  , batch: 102 /794, lr: 0.00010, time(min): 54.3, loss: 1.1101, prec1: 66.67, prec5: 100.00
epoch: 29  , batch: 103 /794, lr: 0.00010, time(min): 54.3, loss: 0.9654, prec1: 50.00, prec5: 100.00
epoch: 29  , batch: 104 /794, lr: 0.00010, time(min): 54.3, loss: 1.2609, prec1: 50.00, prec5: 100.00
epoch: 29  , batch: 105 /794, lr: 0.00010, time(min): 54.3, loss: 1.4720, prec1: 33.33, prec5: 83.33
epoch: 29  , batch: 106 /794, lr: 0.00010, time(min): 56.6, loss: 1.7713, prec1: 50.00, prec5: 100.00
epoch: 29  , batch: 107 /794, lr: 0.00010, time(min): 56.6, loss: 1.6774, prec1: 66.67, prec5: 100.00
epoch: 29  , batch: 108 /794, lr: 0.00010, time(min): 56.7, loss: 1.9611, prec1: 50.00, prec5: 83.33
epoch: 29  , batch: 109 /794, lr: 0.00010, time(min): 56.7, loss: 1.6136, prec1: 33.33, prec5: 100.00
epoch: 29  , batch: 110 /794, lr: 0.00010, time(min): 56.7, loss: 0.6590, prec1: 83.33, prec5: 100.00
epoch: 29  , batch: 111 /794, lr: 0.00010, time(min): 56.7, loss: 1.3423, prec1: 66.67, prec5: 100.00
epoch: 29  , batch: 112 /794, lr: 0.00010, time(min): 60.2, loss: 1.0117, prec1: 66.67, prec5: 100.00
epoch: 29  , batch: 113 /794, lr: 0.00010, time(min): 60.2, loss: 0.9150, prec1: 66.67, prec5: 100.00
epoch: 29  , batch: 114 /794, lr: 0.00010, time(min): 60.2, loss: 1.8672, prec1: 50.00, prec5: 83.33
epoch: 29  , batch: 115 /794, lr: 0.00010, time(min): 60.2, loss: 1.9679, prec1: 50.00, prec5: 66.67
epoch: 29  , batch: 116 /794, lr: 0.00010, time(min): 60.2, loss: 0.7316, prec1: 50.00, prec5: 100.00
epoch: 29  , batch: 117 /794, lr: 0.00010, time(min): 60.3, loss: 1.2517, prec1: 50.00, prec5: 100.00
epoch: 29  , batch: 118 /794, lr: 0.00010, time(min): 62.1, loss: 1.2942, prec1: 50.00, prec5: 100.00
epoch: 29  , batch: 119 /794, lr: 0.00010, time(min): 62.1, loss: 0.8367, prec1: 83.33, prec5: 100.00
epoch: 29  , batch: 120 /794, lr: 0.00010, time(min): 62.1, loss: 0.9674, prec1: 66.67, prec5: 100.00
epoch: 29  , batch: 121 /794, lr: 0.00010, time(min): 62.1, loss: 1.7267, prec1: 16.67, prec5: 100.00
